May 6, 2023   17:18:30
0.852, -1.908e-4
0.853, -1.910e-4
0.854, -1.913e-4
0.855, -1.915e-4
0.856, -1.919e-4
0.857, -1.921e-4
0.858, -1.924e-4
0.859, -1.927e-4
0.860, -1.930e-4
0.861, -1.933e-4
0.862, -1.936e-4
0.863, -1.938e-4
0.864, -1.941e-4
0.865, -1.944e-4
0.866, -1.947e-4
0.867, -1.950e-4
0.868, -1.953e-4
0.869, -1.955e-4
0.870, -1.960e-4
0.871, -1.966e-4
0.872, -1.968e-4
0.873, -1.971e-4
0.874, -1.973e-4
0.875, -1.977e-4
0.876, -1.980e-4
0.877, -1.983e-4
0.878, -1.987e-4
0.879, -1.990e-4
0.880, -1.993e-4
0.881, -1.996e-4
0.882, -1.999e-4
0.883, -2.003e-4
0.884, -2.007e-4
0.885, -2.010e-4
0.886, -2.014e-4
0.887, -2.017e-4
0.888, -2.021e-4
0.889, -2.025e-4
0.890, -2.029e-4
0.891, -2.033e-4
0.892, -2.036e-4
0.893, -2.040e-4
0.894, -2.044e-4
0.895, -2.047e-4
0.896, -2.052e-4
0.897, -2.056e-4
0.898, -2.059e-4
0.899, -2.063e-4
0.900, -2.000e-4
0.899, -1.690e-4
0.898, -1.449e-4
0.897, -1.292e-4
0.896, -1.171e-4
0.895, -1.072e-4
0.894, -9.874e-5
0.893, -9.117e-5
0.892, -8.440e-5
0.891, -7.820e-5
0.890, -7.226e-5
0.889, -6.687e-5
0.888, -6.189e-5
0.887, -5.724e-5
0.886, -5.300e-5
0.885, -4.887e-5
0.884, -4.507e-5
0.883, -4.142e-5
0.882, -3.796e-5
0.881, -3.491e-5
0.880, -3.185e-5
0.879, -2.899e-5
0.878, -2.625e-5
0.877, -2.358e-5
0.876, -2.112e-5
0.875, -1.878e-5
0.874, -1.657e-5
0.873, -1.453e-5
0.872, -1.251e-5
0.871, -1.060e-5
0.870, -8.363e-6
0.869, -6.700e-6
0.868, -5.193e-6
0.867, -3.645e-6
0.866, -2.126e-6
0.865, -7.582e-7
0.864, 6.939e-7
0.863, 2.098e-6
0.862, 3.349e-6
0.861, 4.636e-6
0.860, 5.794e-6
0.859, 6.924e-6
0.858, 8.074e-6
0.857, 9.120e-6
0.856, 1.015e-5
0.855, 1.115e-5
0.854, 1.202e-5
0.853, 1.298e-5
0.852, 1.385e-5
0.851, 1.475e-5
0.850, 1.562e-5
0.849, 1.633e-5
0.848, 1.706e-5
0.847, 1.775e-5
0.846, 1.849e-5
0.845, 1.922e-5
0.844, 1.986e-5
0.843, 2.051e-5
0.842, 2.118e-5
0.841, 2.173e-5
0.840, 2.238e-5
0.839, 2.298e-5
0.838, 2.356e-5
0.837, 2.410e-5
0.836, 2.457e-5
0.835, 2.509e-5
0.834, 2.563e-5
0.833, 2.606e-5
0.832, 2.664e-5
0.831, 2.714e-5
0.830, 2.757e-5
0.829, 2.808e-5
0.828, 2.849e-5
0.827, 2.883e-5
0.826, 2.929e-5
0.825, 2.978e-5
0.824, 3.014e-5
0.823, 3.050e-5
0.822, 3.088e-5
0.821, 3.132e-5
0.820, 3.168e-5
0.819, 3.264e-5
0.818, 3.285e-5
0.817, 3.297e-5
0.816, 3.325e-5
0.815, 3.358e-5
0.814, 3.386e-5
0.813, 3.426e-5
0.812, 3.457e-5
0.811, 3.483e-5
0.810, 3.515e-5
0.809, 3.543e-5
0.808, 3.574e-5
0.807, 3.606e-5
0.806, 3.641e-5
0.805, 3.672e-5
0.804, 3.695e-5
0.803, 3.728e-5
0.802, 3.757e-5
0.801, 3.785e-5
0.800, 3.824e-5
0.799, 3.852e-5
0.798, 3.874e-5
0.797, 3.896e-5
0.796, 3.921e-5
0.795, 3.950e-5
0.794, 3.977e-5
0.793, 4.006e-5
0.792, 4.034e-5
0.791, 4.058e-5
0.790, 4.083e-5
0.789, 4.112e-5
0.788, 4.131e-5
0.787, 4.164e-5
0.786, 4.196e-5
0.785, 4.214e-5
0.784, 4.235e-5
0.783, 4.263e-5
0.782, 4.284e-5
0.781, 4.315e-5
0.780, 4.340e-5
0.779, 4.364e-5
0.778, 4.392e-5
0.777, 4.412e-5
0.776, 4.436e-5
0.775, 4.461e-5
0.774, 4.492e-5
0.773, 4.522e-5
0.772, 4.544e-5
0.771, 4.574e-5
0.770, 4.596e-5
0.769, 4.610e-5
0.768, 4.663e-5
0.767, 4.708e-5
0.766, 4.714e-5
0.765, 4.730e-5
0.764, 4.751e-5
0.763, 4.774e-5
0.762, 4.798e-5
0.761, 4.830e-5
0.760, 4.850e-5
0.759, 4.872e-5
0.758, 4.898e-5
0.757, 4.922e-5
0.756, 4.941e-5
0.755, 4.983e-5
0.754, 5.001e-5
0.753, 5.026e-5
0.752, 5.056e-5
0.751, 5.081e-5
0.750, 5.104e-5
0.749, 5.140e-5
0.748, 5.172e-5
0.747, 5.190e-5
0.746, 5.218e-5
0.745, 5.239e-5
0.744, 5.267e-5
0.743, 5.296e-5
0.742, 5.327e-5
0.741, 5.354e-5
0.740, 5.377e-5
0.739, 5.399e-5
0.738, 5.437e-5
0.737, 5.457e-5
0.736, 5.486e-5
0.735, 5.518e-5
0.734, 5.541e-5
0.733, 5.570e-5
0.732, 5.597e-5
0.731, 5.620e-5
0.730, 5.653e-5
0.729, 5.689e-5
0.728, 5.717e-5
0.727, 5.746e-5
0.726, 5.767e-5
0.725, 5.801e-5
0.724, 5.828e-5
0.723, 5.861e-5
0.722, 5.892e-5
0.721, 5.913e-5
0.720, 5.947e-5
0.719, 5.978e-5
0.718, 6.006e-5
0.717, 6.047e-5
0.716, 6.087e-5
0.715, 6.108e-5
0.714, 6.139e-5
0.713, 6.164e-5
0.712, 6.191e-5
0.711, 6.224e-5
0.710, 6.261e-5
0.709, 6.289e-5
0.708, 6.320e-5
0.707, 6.354e-5
0.706, 6.387e-5
0.705, 6.411e-5
0.704, 6.448e-5
0.703, 6.486e-5
0.702, 6.516e-5
0.701, 6.555e-5
0.700, 6.586e-5
0.699, 6.615e-5
0.698, 6.652e-5
0.697, 6.688e-5
0.696, 6.724e-5
0.695, 6.760e-5
0.694, 6.789e-5
0.693, 6.829e-5
0.692, 6.859e-5
0.691, 6.902e-5
0.690, 6.939e-5
0.689, 6.971e-5
0.688, 7.011e-5
0.687, 7.045e-5
0.686, 7.074e-5
0.685, 7.121e-5
0.684, 7.159e-5
0.683, 7.187e-5
0.682, 7.230e-5
0.681, 7.266e-5
0.680, 7.301e-5
0.679, 7.336e-5
0.678, 7.375e-5
0.677, 7.425e-5
0.676, 7.462e-5
0.675, 7.500e-5
0.674, 7.541e-5
0.673, 7.579e-5
0.672, 7.629e-5
0.671, 7.669e-5
0.670, 7.702e-5
0.669, 7.748e-5
0.668, 7.789e-5
0.667, 7.829e-5
0.666, 7.882e-5
0.665, 7.959e-5
0.664, 7.986e-5
0.663, 8.024e-5
0.662, 8.059e-5
0.661, 8.101e-5
0.660, 8.144e-5
0.659, 8.196e-5
0.658, 8.247e-5
0.657, 8.284e-5
0.656, 8.338e-5
0.655, 8.379e-5
0.654, 8.419e-5
0.653, 8.474e-5
0.652, 8.524e-5
0.651, 8.565e-5
0.650, 8.612e-5
0.649, 8.655e-5
0.648, 8.704e-5
0.647, 8.757e-5
0.646, 8.810e-5
0.645, 8.861e-5
0.644, 8.904e-5
0.643, 8.954e-5
0.642, 9.010e-5
0.641, 9.060e-5
0.640, 9.112e-5
0.639, 9.166e-5
0.638, 9.211e-5
0.637, 9.273e-5
0.636, 9.324e-5
0.635, 9.373e-5
0.634, 9.436e-5
0.633, 9.495e-5
0.632, 9.547e-5
0.631, 9.601e-5
0.630, 9.653e-5
0.629, 9.713e-5
0.628, 9.766e-5
0.627, 9.829e-5
0.626, 9.889e-5
0.625, 9.946e-5
0.624, 1.001e-4
0.623, 1.007e-4
0.622, 1.012e-4
0.621, 1.019e-4
0.620, 1.025e-4
0.619, 1.030e-4
0.618, 1.037e-4
0.617, 1.043e-4
0.616, 1.049e-4
0.615, 1.056e-4
0.614, 1.063e-4
0.613, 1.069e-4
0.612, 1.075e-4
0.611, 1.082e-4
0.610, 1.089e-4
0.609, 1.094e-4
0.608, 1.102e-4
0.607, 1.109e-4
0.606, 1.115e-4
0.605, 1.122e-4
0.604, 1.129e-4
0.603, 1.135e-4
0.602, 1.143e-4
0.601, 1.150e-4
0.600, 1.157e-4
0.599, 1.164e-4
0.598, 1.171e-4
0.597, 1.179e-4
0.596, 1.186e-4
0.595, 1.193e-4
0.594, 1.201e-4
0.593, 1.207e-4
0.592, 1.214e-4
0.591, 1.221e-4
0.590, 1.228e-4
0.589, 1.236e-4
0.588, 1.244e-4
0.587, 1.252e-4
0.586, 1.260e-4
0.585, 1.267e-4
0.584, 1.275e-4
0.583, 1.283e-4
0.582, 1.291e-4
0.581, 1.300e-4
0.580, 1.307e-4
0.579, 1.315e-4
0.578, 1.324e-4
0.577, 1.331e-4
0.576, 1.340e-4
0.575, 1.349e-4
0.574, 1.356e-4
0.573, 1.365e-4
0.572, 1.373e-4
0.571, 1.382e-4
0.570, 1.391e-4
0.569, 1.400e-4
0.568, 1.408e-4
0.567, 1.416e-4
0.566, 1.425e-4
0.565, 1.434e-4
0.564, 1.442e-4
0.563, 1.454e-4
0.562, 1.463e-4
0.561, 1.471e-4
0.560, 1.479e-4
0.559, 1.488e-4
0.558, 1.496e-4
0.557, 1.506e-4
0.556, 1.516e-4
0.555, 1.525e-4
0.554, 1.534e-4
0.553, 1.543e-4
0.552, 1.552e-4
0.551, 1.560e-4
0.550, 1.570e-4
0.549, 1.579e-4
0.548, 1.588e-4
0.547, 1.597e-4
0.546, 1.606e-4
0.545, 1.616e-4
0.544, 1.625e-4
0.543, 1.635e-4
0.542, 1.643e-4
0.541, 1.652e-4
0.540, 1.661e-4
0.539, 1.670e-4
0.538, 1.680e-4
0.537, 1.688e-4
0.536, 1.697e-4
0.535, 1.705e-4
0.534, 1.713e-4
0.533, 1.722e-4
0.532, 1.730e-4
0.531, 1.740e-4
0.530, 1.748e-4
0.529, 1.756e-4
0.528, 1.764e-4
0.527, 1.772e-4
0.526, 1.779e-4
0.525, 1.788e-4
0.524, 1.795e-4
0.523, 1.802e-4
0.522, 1.809e-4
0.521, 1.816e-4
0.520, 1.824e-4
0.519, 1.831e-4
0.518, 1.837e-4
0.517, 1.844e-4
0.516, 1.850e-4
0.515, 1.856e-4
0.514, 1.863e-4
0.513, 1.868e-4
0.512, 1.875e-4
0.511, 1.882e-4
0.510, 1.887e-4
0.509, 1.892e-4
0.508, 1.897e-4
0.507, 1.902e-4
0.506, 1.907e-4
0.505, 1.912e-4
0.504, 1.917e-4
0.503, 1.921e-4
0.502, 1.925e-4
0.501, 1.930e-4
0.500, 1.933e-4
0.499, 1.937e-4
0.498, 1.941e-4
0.497, 1.944e-4
0.496, 1.948e-4
0.495, 1.952e-4
0.494, 1.954e-4
0.493, 1.958e-4
0.492, 1.962e-4
0.491, 1.965e-4
0.490, 1.967e-4
0.489, 1.970e-4
0.488, 1.972e-4
0.487, 1.975e-4
0.486, 1.977e-4
0.485, 1.979e-4
0.484, 1.981e-4
0.483, 1.983e-4
0.482, 1.984e-4
0.481, 1.986e-4
0.480, 1.988e-4
0.479, 1.990e-4
0.478, 1.991e-4
0.477, 1.992e-4
0.476, 1.993e-4
0.475, 1.993e-4
0.474, 1.994e-4
0.473, 1.995e-4
0.472, 1.996e-4
0.471, 1.996e-4
0.470, 1.997e-4
0.469, 1.997e-4
0.468, 1.997e-4
0.467, 1.997e-4
0.466, 1.997e-4
0.465, 1.996e-4
0.464, 1.996e-4
0.463, 1.996e-4
0.462, 1.995e-4
0.461, 1.996e-4
0.460, 1.998e-4
0.459, 1.995e-4
0.458, 1.994e-4
0.457, 1.992e-4
0.456, 1.990e-4
0.455, 1.989e-4
0.454, 1.988e-4
0.453, 1.986e-4
0.452, 1.984e-4
0.451, 1.982e-4
0.450, 1.981e-4
0.449, 1.977e-4
0.448, 1.975e-4
0.447, 1.974e-4
0.446, 1.971e-4
0.445, 1.969e-4
0.444, 1.965e-4
0.443, 1.962e-4
0.442, 1.960e-4
0.441, 1.957e-4
0.440, 1.954e-4
0.439, 1.951e-4
0.438, 1.947e-4
0.437, 1.944e-4
0.436, 1.940e-4
0.435, 1.937e-4
0.434, 1.933e-4
0.433, 1.929e-4
0.432, 1.925e-4
0.431, 1.922e-4
0.430, 1.917e-4
0.429, 1.913e-4
0.428, 1.910e-4
0.427, 1.905e-4
0.426, 1.901e-4
0.425, 1.897e-4
0.424, 1.892e-4
0.423, 1.888e-4
0.422, 1.883e-4
0.421, 1.878e-4
0.420, 1.873e-4
0.419, 1.869e-4
0.418, 1.864e-4
0.417, 1.858e-4
0.416, 1.854e-4
0.415, 1.850e-4
0.414, 1.844e-4
0.413, 1.839e-4
0.412, 1.833e-4
0.411, 1.828e-4
0.410, 1.824e-4
0.409, 1.821e-4
0.408, 1.815e-4
0.407, 1.809e-4
0.406, 1.803e-4
0.405, 1.798e-4
0.404, 1.792e-4
0.403, 1.786e-4
0.402, 1.781e-4
0.401, 1.775e-4
0.400, 1.769e-4
0.399, 1.764e-4
0.398, 1.757e-4
0.397, 1.752e-4
0.396, 1.746e-4
0.395, 1.740e-4
0.394, 1.735e-4
0.393, 1.728e-4
0.392, 1.723e-4
0.391, 1.718e-4
0.390, 1.712e-4
0.389, 1.706e-4
0.388, 1.699e-4
0.387, 1.694e-4
0.386, 1.688e-4
0.385, 1.682e-4
0.384, 1.677e-4
0.383, 1.672e-4
0.382, 1.665e-4
0.381, 1.659e-4
0.380, 1.653e-4
0.379, 1.647e-4
0.378, 1.642e-4
0.377, 1.637e-4
0.376, 1.631e-4
0.375, 1.625e-4
0.374, 1.619e-4
0.373, 1.613e-4
0.372, 1.607e-4
0.371, 1.602e-4
0.370, 1.597e-4
0.369, 1.591e-4
0.368, 1.585e-4
0.367, 1.580e-4
0.366, 1.574e-4
0.365, 1.569e-4
0.364, 1.564e-4
0.363, 1.558e-4
0.362, 1.553e-4
0.361, 1.547e-4
0.360, 1.542e-4
0.359, 1.537e-4
0.358, 1.536e-4
0.357, 1.530e-4
0.356, 1.523e-4
0.355, 1.518e-4
0.354, 1.513e-4
0.353, 1.506e-4
0.352, 1.502e-4
0.351, 1.497e-4
0.350, 1.492e-4
0.349, 1.487e-4
0.348, 1.482e-4
0.347, 1.477e-4
0.346, 1.473e-4
0.345, 1.467e-4
0.344, 1.463e-4
0.343, 1.458e-4
0.342, 1.454e-4
0.341, 1.449e-4
0.340, 1.444e-4
0.339, 1.440e-4
0.338, 1.435e-4
0.337, 1.430e-4
0.336, 1.426e-4
0.335, 1.422e-4
0.334, 1.417e-4
0.333, 1.413e-4
0.332, 1.409e-4
0.331, 1.405e-4
0.330, 1.400e-4
0.329, 1.396e-4
0.328, 1.392e-4
0.327, 1.388e-4
0.326, 1.384e-4
0.325, 1.380e-4
0.324, 1.376e-4
0.323, 1.372e-4
0.322, 1.368e-4
0.321, 1.364e-4
0.320, 1.361e-4
0.319, 1.357e-4
0.318, 1.352e-4
0.317, 1.349e-4
0.316, 1.345e-4
0.315, 1.341e-4
0.314, 1.338e-4
0.313, 1.334e-4
0.312, 1.330e-4
0.311, 1.326e-4
0.310, 1.322e-4
0.309, 1.319e-4
0.308, 1.315e-4
0.307, 1.313e-4
0.306, 1.310e-4
0.305, 1.305e-4
0.304, 1.302e-4
0.303, 1.298e-4
0.302, 1.294e-4
0.301, 1.291e-4
0.300, 1.288e-4
0.299, 1.284e-4
0.298, 1.280e-4
0.297, 1.276e-4
0.296, 1.273e-4
0.295, 1.269e-4
0.294, 1.266e-4
0.293, 1.263e-4
0.292, 1.259e-4
0.291, 1.255e-4
0.290, 1.252e-4
0.289, 1.248e-4
0.288, 1.245e-4
0.287, 1.241e-4
0.286, 1.237e-4
0.285, 1.233e-4
0.284, 1.229e-4
0.283, 1.225e-4
0.282, 1.221e-4
0.281, 1.217e-4
0.280, 1.214e-4
0.279, 1.210e-4
0.278, 1.206e-4
0.277, 1.202e-4
0.276, 1.198e-4
0.275, 1.195e-4
0.274, 1.191e-4
0.273, 1.186e-4
0.272, 1.182e-4
0.271, 1.177e-4
0.270, 1.172e-4
0.269, 1.168e-4
0.268, 1.164e-4
0.267, 1.160e-4
0.266, 1.156e-4
0.265, 1.150e-4
0.264, 1.146e-4
0.263, 1.141e-4
0.262, 1.137e-4
0.261, 1.132e-4
0.260, 1.128e-4
0.259, 1.123e-4
0.258, 1.119e-4
0.257, 1.114e-4
0.256, 1.112e-4
0.255, 1.110e-4
0.254, 1.103e-4
0.253, 1.099e-4
0.252, 1.094e-4
0.251, 1.089e-4
0.250, 1.085e-4
0.249, 1.081e-4
0.248, 1.076e-4
0.247, 1.072e-4
0.246, 1.067e-4
0.245, 1.063e-4
0.244, 1.059e-4
0.243, 1.055e-4
0.242, 1.052e-4
0.241, 1.047e-4
0.240, 1.044e-4
0.239, 1.040e-4
0.238, 1.035e-4
0.237, 1.032e-4
0.236, 1.029e-4
0.235, 1.025e-4
0.234, 1.021e-4
0.233, 1.017e-4
0.232, 1.014e-4
0.231, 1.010e-4
0.230, 1.007e-4
0.229, 1.004e-4
0.228, 9.997e-5
0.227, 9.967e-5
0.226, 9.936e-5
0.225, 9.894e-5
0.224, 9.874e-5
0.223, 9.847e-5
0.222, 9.806e-5
0.221, 9.773e-5
0.220, 9.743e-5
0.219, 9.712e-5
0.218, 9.684e-5
0.217, 9.658e-5
0.216, 9.632e-5
0.215, 9.606e-5
0.214, 9.574e-5
0.213, 9.548e-5
0.212, 9.520e-5
0.211, 9.502e-5
0.210, 9.477e-5
0.209, 9.445e-5
0.208, 9.424e-5
0.207, 9.402e-5
0.206, 9.376e-5
0.205, 9.360e-5
0.204, 9.340e-5
0.203, 9.314e-5
0.202, 9.294e-5
0.201, 9.270e-5
0.200, 9.252e-5
0.199, 9.227e-5
0.198, 9.211e-5
0.197, 9.195e-5
0.196, 9.167e-5
0.195, 9.142e-5
0.194, 9.123e-5
0.193, 9.096e-5
0.192, 9.084e-5
0.191, 9.073e-5
0.190, 9.047e-5
0.189, 9.036e-5
0.188, 9.014e-5
0.187, 8.996e-5
0.186, 8.986e-5
0.185, 8.969e-5
0.184, 8.950e-5
0.183, 8.934e-5
0.182, 8.916e-5
0.181, 8.906e-5
0.180, 8.886e-5
0.179, 8.879e-5
0.178, 8.865e-5
0.177, 8.844e-5
0.176, 8.837e-5
0.175, 8.817e-5
0.174, 8.804e-5
0.173, 8.797e-5
0.172, 8.787e-5
0.171, 8.763e-5
0.170, 8.753e-5
0.169, 8.741e-5
0.168, 8.728e-5
0.167, 8.717e-5
0.166, 8.707e-5
0.165, 8.698e-5
0.164, 8.682e-5
0.163, 8.673e-5
0.162, 8.669e-5
0.161, 8.647e-5
0.160, 8.643e-5
0.159, 8.642e-5
0.158, 8.624e-5
0.157, 8.614e-5
0.156, 8.601e-5
0.155, 8.590e-5
0.154, 8.593e-5
0.153, 8.619e-5
0.152, 8.598e-5
0.151, 8.579e-5
0.150, 8.565e-5
0.149, 8.555e-5
0.148, 8.540e-5
0.147, 8.542e-5
0.146, 8.541e-5
0.145, 8.527e-5
0.144, 8.523e-5
0.143, 8.517e-5
0.142, 8.499e-5
0.141, 8.501e-5
0.140, 8.491e-5
0.139, 8.481e-5
0.138, 8.478e-5
0.137, 8.464e-5
0.136, 8.459e-5
0.135, 8.456e-5
0.134, 8.450e-5
0.133, 8.450e-5
0.132, 8.441e-5
0.131, 8.437e-5
0.130, 8.434e-5
0.129, 8.423e-5
0.128, 8.433e-5
0.127, 8.428e-5
0.126, 8.416e-5
0.125, 8.419e-5
0.124, 8.414e-5
0.123, 8.407e-5
0.122, 8.409e-5
0.121, 8.407e-5
0.120, 8.404e-5
0.119, 8.400e-5
0.118, 8.390e-5
0.117, 8.387e-5
0.116, 8.380e-5
0.115, 8.376e-5
0.114, 8.381e-5
0.113, 8.375e-5
0.112, 8.374e-5
0.111, 8.372e-5
0.110, 8.363e-5
0.109, 8.367e-5
0.108, 8.364e-5
0.107, 8.363e-5
0.106, 8.361e-5
0.105, 8.354e-5
0.104, 8.356e-5
0.103, 8.354e-5
0.102, 8.377e-5
0.101, 8.370e-5
0.100, 8.363e-5
0.099, 8.358e-5
0.098, 8.354e-5
0.097, 8.340e-5
0.096, 8.351e-5
0.095, 8.355e-5
0.094, 8.348e-5
0.093, 8.351e-5
0.092, 8.346e-5
0.091, 8.335e-5
0.090, 8.336e-5
0.089, 8.339e-5
0.088, 8.337e-5
0.087, 8.341e-5
0.086, 8.340e-5
0.085, 8.342e-5
0.084, 8.341e-5
0.083, 8.348e-5
0.082, 8.350e-5
0.081, 8.345e-5
0.080, 8.346e-5
0.079, 8.344e-5
0.078, 8.338e-5
0.077, 8.347e-5
0.076, 8.345e-5
0.075, 8.345e-5
0.074, 8.348e-5
0.073, 8.346e-5
0.072, 8.348e-5
0.071, 8.345e-5
0.070, 8.355e-5
0.069, 8.365e-5
0.068, 8.359e-5
0.067, 8.354e-5
0.066, 8.358e-5
0.065, 8.354e-5
0.064, 8.366e-5
0.063, 8.374e-5
0.062, 8.377e-5
0.061, 8.382e-5
0.060, 8.385e-5
0.059, 8.387e-5
0.058, 8.395e-5
0.057, 8.400e-5
0.056, 8.408e-5
0.055, 8.415e-5
0.054, 8.414e-5
0.053, 8.422e-5
0.052, 8.423e-5
0.051, 8.471e-5
0.050, 8.485e-5
0.049, 8.473e-5
0.048, 8.476e-5
0.047, 8.478e-5
0.046, 8.477e-5
0.045, 8.491e-5
0.044, 8.508e-5
0.043, 8.514e-5
0.042, 8.522e-5
0.041, 8.526e-5
0.040, 8.542e-5
0.039, 8.557e-5
0.038, 8.571e-5
0.037, 8.586e-5
0.036, 8.595e-5
0.035, 8.609e-5
0.034, 8.627e-5
0.033, 8.637e-5
0.032, 8.658e-5
0.031, 8.682e-5
0.030, 8.694e-5
0.029, 8.716e-5
0.028, 8.730e-5
0.027, 8.747e-5
0.026, 8.773e-5
0.025, 8.795e-5
0.024, 8.820e-5
0.023, 8.844e-5
0.022, 8.865e-5
0.021, 8.888e-5
0.020, 8.916e-5
0.019, 8.949e-5
0.018, 8.983e-5
0.017, 9.005e-5
0.016, 9.035e-5
0.015, 9.065e-5
0.014, 9.092e-5
0.013, 9.132e-5
0.012, 9.166e-5
0.011, 9.198e-5
0.010, 9.241e-5
0.009, 9.272e-5
0.008, 9.315e-5
0.007, 9.353e-5
0.006, 9.398e-5
0.005, 9.439e-5
0.004, 9.477e-5
0.003, 9.524e-5
0.002, 9.574e-5
0.001, 9.610e-5
0.000, 9.705e-5
-0.001, 9.788e-5
-0.002, 9.811e-5
-0.003, 9.844e-5
-0.004, 9.886e-5
-0.005, 9.932e-5
-0.006, 9.986e-5
-0.007, 1.004e-4
-0.008, 1.010e-4
-0.009, 1.015e-4
-0.010, 1.020e-4
-0.011, 1.026e-4
-0.012, 1.031e-4
-0.013, 1.037e-4
-0.014, 1.044e-4
-0.015, 1.049e-4
-0.016, 1.055e-4
-0.017, 1.061e-4
-0.018, 1.067e-4
-0.019, 1.074e-4
-0.020, 1.081e-4
-0.021, 1.086e-4
-0.022, 1.092e-4
-0.023, 1.098e-4
-0.024, 1.104e-4
-0.025, 1.110e-4
-0.026, 1.117e-4
-0.027, 1.123e-4
-0.028, 1.128e-4
-0.029, 1.134e-4
-0.030, 1.140e-4
-0.031, 1.144e-4
-0.032, 1.151e-4
-0.033, 1.157e-4
-0.034, 1.161e-4
-0.035, 1.167e-4
-0.036, 1.172e-4
-0.037, 1.177e-4
-0.038, 1.182e-4
-0.039, 1.187e-4
-0.040, 1.193e-4
-0.041, 1.198e-4
-0.042, 1.202e-4
-0.043, 1.207e-4
-0.044, 1.212e-4
-0.045, 1.218e-4
-0.046, 1.223e-4
-0.047, 1.228e-4
-0.048, 1.235e-4
-0.049, 1.240e-4
-0.050, 1.246e-4
-0.051, 1.254e-4
-0.052, 1.265e-4
-0.053, 1.271e-4
-0.054, 1.278e-4
-0.055, 1.285e-4
-0.056, 1.292e-4
-0.057, 1.300e-4
-0.058, 1.310e-4
-0.059, 1.319e-4
-0.060, 1.327e-4
-0.061, 1.338e-4
-0.062, 1.348e-4
-0.063, 1.358e-4
-0.064, 1.370e-4
-0.065, 1.382e-4
-0.066, 1.394e-4
-0.067, 1.406e-4
-0.068, 1.419e-4
-0.069, 1.433e-4
-0.070, 1.448e-4
-0.071, 1.462e-4
-0.072, 1.478e-4
-0.073, 1.494e-4
-0.074, 1.510e-4
-0.075, 1.528e-4
-0.076, 1.546e-4
-0.077, 1.564e-4
-0.078, 1.583e-4
-0.079, 1.603e-4
-0.080, 1.624e-4
-0.081, 1.645e-4
-0.082, 1.666e-4
-0.083, 1.689e-4
-0.084, 1.712e-4
-0.085, 1.734e-4
-0.086, 1.759e-4
-0.087, 1.782e-4
-0.088, 1.807e-4
-0.089, 1.831e-4
-0.090, 1.856e-4
-0.091, 1.883e-4
-0.092, 1.908e-4
-0.093, 1.934e-4
-0.094, 1.960e-4
-0.095, 1.985e-4
-0.096, 2.012e-4
-0.097, 2.038e-4
-0.098, 2.063e-4
-0.099, 2.088e-4
-0.100, 2.113e-4
-0.101, 2.138e-4
-0.102, 2.164e-4
-0.103, 2.190e-4
-0.104, 2.213e-4
-0.105, 2.236e-4
-0.106, 2.258e-4
-0.107, 2.279e-4
-0.108, 2.299e-4
-0.109, 2.321e-4
-0.110, 2.341e-4
-0.111, 2.359e-4
-0.112, 2.378e-4
-0.113, 2.397e-4
-0.114, 2.414e-4
-0.115, 2.431e-4
-0.116, 2.447e-4
-0.117, 2.461e-4
-0.118, 2.475e-4
-0.119, 2.488e-4
-0.120, 2.501e-4
-0.121, 2.513e-4
-0.122, 2.525e-4
-0.123, 2.536e-4
-0.124, 2.545e-4
-0.125, 2.555e-4
-0.126, 2.563e-4
-0.127, 2.570e-4
-0.128, 2.578e-4
-0.129, 2.586e-4
-0.130, 2.591e-4
-0.131, 2.598e-4
-0.132, 2.603e-4
-0.133, 2.608e-4
-0.134, 2.613e-4
-0.135, 2.619e-4
-0.136, 2.624e-4
-0.137, 2.628e-4
-0.138, 2.632e-4
-0.139, 2.637e-4
-0.140, 2.641e-4
-0.141, 2.646e-4
-0.142, 2.651e-4
-0.143, 2.656e-4
-0.144, 2.662e-4
-0.145, 2.667e-4
-0.146, 2.673e-4
-0.147, 2.680e-4
-0.148, 2.687e-4
-0.149, 2.694e-4
-0.150, 2.701e-4
-0.151, 2.708e-4
-0.152, 2.716e-4
-0.153, 2.724e-4
-0.154, 2.739e-4
-0.155, 2.749e-4
-0.156, 2.758e-4
-0.157, 2.768e-4
-0.158, 2.778e-4
-0.159, 2.789e-4
-0.160, 2.801e-4
-0.161, 2.814e-4
-0.162, 2.826e-4
-0.163, 2.840e-4
-0.164, 2.854e-4
-0.165, 2.868e-4
-0.166, 2.883e-4
-0.167, 2.899e-4
-0.168, 2.915e-4
-0.169, 2.931e-4
-0.170, 2.949e-4
-0.171, 2.967e-4
-0.172, 2.986e-4
-0.173, 3.006e-4
-0.174, 3.027e-4
-0.175, 3.047e-4
-0.176, 3.070e-4
-0.177, 3.093e-4
-0.178, 3.116e-4
-0.179, 3.142e-4
-0.180, 3.168e-4
-0.181, 3.195e-4
-0.182, 3.222e-4
-0.183, 3.250e-4
-0.184, 3.279e-4
-0.185, 3.309e-4
-0.186, 3.341e-4
-0.187, 3.372e-4
-0.188, 3.403e-4
-0.189, 3.436e-4
-0.190, 3.469e-4
-0.191, 3.501e-4
-0.192, 3.535e-4
-0.193, 3.569e-4
-0.194, 3.602e-4
-0.195, 3.637e-4
-0.196, 3.670e-4
-0.197, 3.703e-4
-0.198, 3.735e-4
-0.199, 3.767e-4
